Data Hora;Último Registro;Chuva Acumulada em 1 Hora(s);Chuva Acumulada em 4 Hora(s);Chuva Acumulada em 24 Hora(s);Chuva Acumulada em 48 Hora(s);Chuva Acumulada em 96 Hora(s)
03/01/2018 22:30;0,39;1,6;11,6;11,6;11,6;11,6
03/01/2018 22:40;0,39;2,0;12,0;12,0;12,0;12,0
03/01/2018 22:50;1,18;3,1;13,2;13,2;13,2;13,2
03/01/2018 23:00;2,16;4,9;15,3;15,3;15,3;15,3
03/01/2018 23:10;2,56;7,3;17,9;17,9;17,9;17,9
03/01/2018 23:20;0,79;7,5;18,7;18,7;18,7;18,7
03/01/2018 23:30;0,98;8,1;19,7;19,7;19,7;19,7
03/01/2018 23:40;0,39;8,1;20,1;20,1;20,1;20,1
03/01/2018 23:50;0,39;7,3;20,4;20,4;20,4;20,4
04/01/2018 00:00;0,39;5,5;20,8;20,8;20,8;20,8
04/01/2018 00:10;0,39;3,3;21,2;21,2;21,2;21,2
04/01/2018 00:20;0,59;3,1;21,8;21,8;21,8;21,8
04/01/2018 00:30;0,39;2,5;22,2;22,2;22,2;22,2
04/01/2018 00:40;0,59;2,7;21,8;22,8;22,8;22,8
04/01/2018 00:50;0,2;2,6;16,3;23,0;23,0;23,0
04/01/2018 01:00;0,39;2,6;13,9;23,4;23,4;23,4
04/01/2018 01:20;0,2;1,8;13,6;23,6;23,6;23,6
04/01/2018 01:40;0,39;1,2;13,9;24,0;24,0;24,0
04/01/2018 01:50;0,59;1,6;14,5;24,6;24,6;24,6
04/01/2018 02:00;0,79;2,0;14,9;25,4;25,4;25,4
04/01/2018 02:10;1,57;3,5;16,3;26,9;26,9;26,9
04/01/2018 02:20;1,18;4,5;16,9;28,1;28,1;28,1
04/01/2018 02:30;0,59;5,1;17,1;28,7;28,7;28,7
04/01/2018 02:40;0,2;4,9;16,9;28,9;28,9;28,9
04/01/2018 02:50;0,0;4,3;15,7;28,9;28,9;28,9
04/01/2018 03:00;0,2;3,7;13,8;29,1;29,1;29,1
04/01/2018 03:10;0,39;2,6;11,6;29,5;29,5;29,5
04/01/2018 03:20;0,2;1,6;11,0;29,7;29,7;29,7
04/01/2018 03:30;0,2;1,2;10,2;29,9;29,9;29,9
04/01/2018 03:50;0,0;1,0;9,4;29,9;29,9;29,9
04/01/2018 04:00;1,18;2,0;10,2;31,1;31,1;31,1
04/01/2018 04:10;0,2;1,8;10,0;31,3;31,3;31,3
04/01/2018 04:50;0,0;1,4;8,3;31,3;31,3;31,3
04/01/2018 05:50;0,0;0,0;6,7;31,3;31,3;31,3
04/01/2018 06:30;0,39;0,4;3,0;31,7;31,7;31,7
04/01/2018 06:40;0,39;0,8;3,2;32,1;32,1;32,1
04/01/2018 06:50;0,39;1,2;3,5;32,4;32,4;32,4
04/01/2018 07:00;0,2;1,4;3,5;32,6;32,6;32,6
04/01/2018 07:10;0,98;2,4;4,1;33,6;33,6;33,6
04/01/2018 07:20;1,18;3,5;5,1;34,8;34,8;34,8
04/01/2018 07:30;0,39;3,5;5,3;35,2;35,2;35,2
04/01/2018 07:40;0,79;3,9;6,1;36,0;36,0;36,0
04/01/2018 07:50;0,2;3,7;6,3;36,2;36,2;36,2
04/01/2018 08:00;0,2;3,7;5,3;36,4;36,4;36,4
04/01/2018 08:10;0,2;3,0;5,3;36,6;36,6;36,6
04/01/2018 08:20;0,2;2,0;5,5;36,8;36,8;36,8
04/01/2018 08:50;0,0;0,6;5,5;36,8;36,8;36,8
04/01/2018 09:50;0,0;0,0;5,5;36,8;36,8;36,8
04/01/2018 10:50;0,0;0,0;4,3;36,8;36,8;36,8
04/01/2018 11:00;0,2;0,2;4,3;37,0;37,0;37,0
04/01/2018 11:50;0,0;0,2;0,8;37,0;37,0;37,0
04/01/2018 12:50;0,0;0,0;0,2;37,0;37,0;37,0
04/01/2018 13:50;0,0;0,0;0,2;37,0;37,0;37,0
04/01/2018 14:50;0,0;0,0;0,2;37,0;37,0;37,0
04/01/2018 15:50;0,0;0,0;0,0;37,0;37,0;37,0
04/01/2018 16:50;0,0;0,0;0,0;37,0;37,0;37,0
04/01/2018 17:50;0,0;0,0;0,0;37,0;37,0;37,0
04/01/2018 18:50;0,0;0,0;0,0;37,0;37,0;37,0
04/01/2018 19:50;0,0;0,0;0,0;37,0;37,0;37,0
04/01/2018 20:50;0,0;0,0;0,0;30,3;37,0;37,0
04/01/2018 21:50;0,0;0,0;0,0;26,9;37,0;37,0
04/01/2018 22:50;0,0;0,0;0,0;23,8;37,0;37,0
04/01/2018 23:50;0,0;0,0;0,0;16,5;37,0;37,0
05/01/2018 00:50;0,0;0,0;0,0;14,0;37,0;37,0
05/01/2018 01:50;0,0;0,0;0,0;12,4;37,0;37,0
05/01/2018 02:50;0,0;0,0;0,0;8,1;37,0;37,0
05/01/2018 03:50;0,0;0,0;0,0;7,1;37,0;37,0
05/01/2018 04:50;0,0;0,0;0,0;5,7;37,0;37,0
05/01/2018 05:50;0,0;0,0;0,0;5,7;37,0;37,0
05/01/2018 06:50;0,0;0,0;0,0;4,5;37,0;37,0
05/01/2018 07:50;0,0;0,0;0,0;0,8;37,0;37,0
05/01/2018 08:50;0,0;0,0;0,0;0,2;37,0;37,0
05/01/2018 09:50;0,0;0,0;0,0;0,2;37,0;37,0
05/01/2018 10:50;0,0;0,0;0,0;0,2;37,0;37,0
05/01/2018 11:50;0,0;0,0;0,0;0,0;37,0;37,0
